facility,category,temperature,gas_ppm,noise_db,radiation,heart_rate,fatigue,hour
LPG Storage Unit,Petrochemical,18.0,3.0,67.9,0.0496,80.7,18.6,9.98
LPG Storage Unit,Petrochemical,18.0,0.0,67.8,0.0532,86.1,16.0,10.05
LPG Storage Unit,Petrochemical,20.4,0.0,66.3,0.0554,83.3,20.3,10.12
LPG Storage Unit,Petrochemical,20.6,5.4,68.6,0.0509,84.3,17.0,10.2
LPG Storage Unit,Petrochemical,21.9,11.1,68.4,0.0622,80.1,18.0,10.27
LPG Storage Unit,Petrochemical,23.9,9.5,65.0,0.0518,80.9,15.5,10.35
LPG Storage Unit,Petrochemical,24.7,11.7,68.8,0.0585,82.7,19.1,10.43
LPG Storage Unit,Petrochemical,24.6,16.9,70.9,0.0571,81.5,22.6,10.5
LPG Storage Unit,Petrochemical,26.8,22.1,69.2,0.0591,82.9,20.3,10.57
LPG Storage Unit,Petrochemical,25.3,25.0,66.7,0.0573,83.0,18.3,10.65
LPG Storage Unit,Petrochemical,30.0,31.8,68.1,0.0557,82.1,20.9,10.73
LPG Storage Unit,Petrochemical,28.4,32.7,67.7,0.0513,84.8,19.9,10.8
LPG Storage Unit,Petrochemical,29.9,36.8,65.8,0.0569,83.7,21.4,10.88
LPG Storage Unit,Petrochemical,31.6,39.8,67.1,0.0591,82.5,22.5,10.95
LPG Storage Unit,Petrochemical,31.2,46.3,70.1,0.0511,81.2,21.1,11.02
LPG Storage Unit,Petrochemical,32.5,46.8,70.2,0.0629,84.6,22.5,11.1
LPG Storage Unit,Petrochemical,35.5,49.9,73.2,0.0592,83.0,26.7,11.18
LPG Storage Unit,Petrochemical,37.7,54.2,67.0,0.0665,80.5,24.6,11.25
LPG Storage Unit,Petrochemical,38.7,57.6,69.7,0.0534,85.8,21.3,11.32
LPG Storage Unit,Petrochemical,41.1,61.0,69.4,0.0564,83.0,20.5,11.4
LPG Storage Unit,Petrochemical,42.1,66.2,68.5,0.0661,83.4,25.3,11.48
LPG Storage Unit,Petrochemical,42.9,64.0,69.3,0.0581,85.7,27.3,11.55
LPG Storage Unit,Petrochemical,46.6,65.0,69.7,0.0623,81.3,18.7,11.62
LPG Storage Unit,Petrochemical,46.6,66.1,72.7,0.0547,81.5,25.4,11.7
LPG Storage Unit,Petrochemical,48.0,70.7,73.5,0.0532,80.4,26.2,11.77
LPG Storage Unit,Petrochemical,47.8,71.9,71.4,0.0548,85.0,27.2,11.85
LPG Storage Unit,Petrochemical,50.6,75.5,72.2,0.054,79.4,23.3,11.93
Crude Distillation,Petrochemical,92.0,263.6,72.7,0.1249,95.2,5.8,0.0
Crude Distillation,Petrochemical,92.0,268.9,71.7,0.1247,96.5,10.5,0.08
Crude Distillation,Petrochemical,92.0,276.7,73.0,0.1315,93.1,12.8,0.15
Crude Distillation,Petrochemical,92.0,278.5,71.3,0.1263,97.6,11.1,0.22
Crude Distillation,Petrochemical,92.0,273.8,73.4,0.1415,95.0,12.2,0.3
Crude Distillation,Petrochemical,92.0,277.6,73.3,0.1374,95.8,12.7,0.38
Crude Distillation,Petrochemical,92.0,277.0,73.4,0.1293,94.7,11.9,0.45
Crude Distillation,Petrochemical,92.0,275.0,75.0,0.126,97.7,12.9,0.52
Crude Distillation,Petrochemical,92.0,271.6,76.0,0.1378,92.5,11.6,0.6
Crude Distillation,Petrochemical,92.0,266.6,74.9,0.1391,95.4,11.6,0.68
Crude Distillation,Petrochemical,92.0,261.3,75.2,0.1341,99.0,10.9,0.75
Crude Distillation,Petrochemical,92.0,255.4,73.4,0.1399,99.2,12.5,0.83
Crude Distillation,Petrochemical,92.0,246.9,76.2,0.1332,95.6,9.4,0.9
Crude Distillation,Petrochemical,92.0,239.4,74.2,0.1366,95.2,14.0,0.98
Crude Distillation,Petrochemical,92.0,230.0,74.7,0.1359,98.4,8.5,1.05
Crude Distillation,Petrochemical,92.0,219.5,75.8,0.1237,94.9,10.0,1.12
Crude Distillation,Petrochemical,92.0,208.9,77.1,0.1396,95.3,15.1,1.2
Crude Distillation,Petrochemical,92.0,197.0,77.4,0.1302,101.3,12.7,1.27
Crude Distillation,Petrochemical,92.0,185.1,73.9,0.1314,96.8,12.0,1.35
Crude Distillation,Petrochemical,92.0,170.8,76.0,0.1405,95.2,9.7,1.42
Crude Distillation,Petrochemical,92.0,160.2,77.0,0.1352,101.5,9.8,1.5
Crude Distillation,Petrochemical,92.0,149.2,75.2,0.1425,96.2,10.6,1.58
Crude Distillation,Petrochemical,92.0,132.0,76.2,0.1379,98.7,12.3,1.65
Crude Distillation,Petrochemical,92.0,115.5,76.9,0.139,92.9,11.4,1.72
Crude Distillation,Petrochemical,92.0,102.6,76.5,0.1357,97.9,11.1,1.8
Crude Distillation,Petrochemical,92.0,91.6,74.3,0.1481,95.8,13.6,1.88
Crude Distillation,Petrochemical,92.0,75.9,77.3,0.1341,97.7,10.3,1.95
Crude Distillation,Petrochemical,92.0,61.6,77.3,0.1382,98.3,9.8,2.03
Crude Distillation,Petrochemical,92.0,47.3,75.7,0.1318,99.2,8.6,2.1
Crude Distillation,Petrochemical,92.0,32.6,76.7,0.1453,100.7,9.9,2.17
Crude Distillation,Petrochemical,92.0,19.4,73.9,0.1378,93.9,12.0,2.25
Crude Distillation,Petrochemical,92.0,12.7,77.2,0.145,96.9,11.9,2.33
Crude Distillation,Petrochemical,92.0,0.0,77.8,0.1327,98.1,10.9,2.4
Crude Distillation,Petrochemical,92.0,0.0,78.4,0.1485,98.3,11.0,2.47
Crude Distillation,Petrochemical,92.0,0.0,76.5,0.1444,101.3,12.5,2.55
Crude Distillation,Petrochemical,92.0,0.0,77.5,0.1328,99.7,9.4,2.62
Crude Distillation,Petrochemical,92.0,0.0,77.8,0.1445,96.3,8.1,2.7
Crude Distillation,Petrochemical,92.0,0.0,75.9,0.1425,98.0,10.3,2.78
Crude Distillation,Petrochemical,92.0,0.0,77.0,0.1347,97.7,8.6,2.85
Crude Distillation,Petrochemical,92.0,0.0,78.4,0.1514,100.7,9.0,2.92
Crude Distillation,Petrochemical,92.0,0.0,77.3,0.1431,95.3,9.6,3.0
Crude Distillation,Petrochemical,92.0,0.0,76.9,0.1333,98.4,10.8,3.07
Crude Distillation,Petrochemical,92.0,0.0,77.7,0.1402,97.3,8.5,3.15
Crude Distillation,Petrochemical,92.0,0.0,77.0,0.1347,100.8,13.7,3.22
Crude Distillation,Petrochemical,92.0,0.0,75.9,0.1428,98.6,12.2,3.3
Crude Distillation,Petrochemical,92.0,0.0,77.1,0.135,98.2,13.7,3.38
Crude Distillation,Petrochemical,92.0,0.0,78.0,0.1392,97.7,9.7,3.45
Crude Distillation,Petrochemical,92.0,0.0,74.7,0.1434,96.7,11.6,3.53
Crude Distillation,Petrochemical,92.0,0.0,78.3,0.1459,98.3,12.8,3.6
Crude Distillation,Petrochemical,92.0,0.0,76.1,0.1463,99.7,11.9,3.68
Crude Distillation,Petrochemical,92.0,0.0,76.7,0.143,97.8,11.0,3.75
Crude Distillation,Petrochemical,92.0,0.0,76.9,0.1394,98.4,12.2,3.82
Crude Distillation,Petrochemical,92.0,0.0,77.5,0.1411,101.5,13.0,3.9
Crude Distillation,Petrochemical,92.0,0.0,75.2,0.1392,98.4,15.3,3.97
Crude Distillation,Petrochemical,92.0,0.0,77.4,0.1349,100.0,11.4,4.05
Crude Distillation,Petrochemical,92.0,0.0,75.4,0.1431,99.0,14.4,4.12
Crude Distillation,Petrochemical,92.0,0.0,75.1,0.1374,97.8,11.9,4.2
Crude Distillation,Petrochemical,92.0,0.0,75.8,0.1406,97.7,12.5,4.28
Crude Distillation,Petrochemical,92.0,11.3,75.0,0.1384,96.8,18.9,4.35
Crude Distillation,Petrochemical,92.0,26.4,76.4,0.135,96.9,14.3,4.43
Crude Distillation,Petrochemical,92.0,35.4,75.9,0.1443,99.7,17.1,4.5
Crude Distillation,Petrochemical,92.0,49.7,76.1,0.1296,97.4,13.3,4.57
Crude Distillation,Petrochemical,92.0,65.7,77.2,0.1392,97.8,18.6,4.65
Crude Distillation,Petrochemical,92.0,75.2,75.0,0.1387,98.6,17.7,4.72
Crude Distillation,Petrochemical,92.0,89.6,76.2,0.1271,98.1,16.1,4.8
Crude Distillation,Petrochemical,92.0,107.9,75.6,0.1254,98.9,17.8,4.88
Crude Distillation,Petrochemical,92.0,119.0,74.0,0.1341,97.6,17.7,4.95
Crude Distillation,Petrochemical,92.0,137.6,75.4,0.1312,98.9,15.3,5.03
Crude Distillation,Petrochemical,92.0,153.8,74.6,0.1348,94.6,17.3,5.1
Crude Distillation,Petrochemical,92.0,165.0,74.3,0.1418,93.4,18.7,5.18
Crude Distillation,Petrochemical,92.0,170.1,72.3,0.1297,97.5,19.5,5.25
Crude Distillation,Petrochemical,92.0,186.3,72.8,0.144,95.2,16.7,5.32
Crude Distillation,Petrochemical,92.0,198.9,73.6,0.1326,97.2,19.6,5.4
Crude Distillation,Petrochemical,92.0,207.7,74.0,0.1334,97.6,20.1,5.47
Crude Distillation,Petrochemical,92.0,218.6,75.5,0.1304,96.1,23.4,5.55
Crude Distillation,Petrochemical,92.0,228.9,71.4,0.1441,96.9,18.9,5.62
Crude Distillation,Petrochemical,92.0,240.3,74.4,0.1386,95.2,22.4,5.7
Crude Distillation,Petrochemical,92.0,242.9,72.9,0.1284,95.0,26.1,5.78
Crude Distillation,Petrochemical,92.0,256.9,71.4,0.1275,95.0,19.0,5.85
Crude Distillation,Petrochemical,92.0,263.2,72.5,0.1333,96.3,18.9,5.93
Crude Distillation,Petrochemical,91.1,266.4,74.4,0.1371,96.7,19.2,6.0
Crude Distillation,Petrochemical,90.6,265.4,71.8,0.1179,98.0,23.2,6.07
Crude Distillation,Petrochemical,83.3,271.0,73.1,0.1346,96.1,23.0,6.15
Crude Distillation,Petrochemical,80.7,280.0,71.0,0.1333,97.2,24.3,6.23
Crude Distillation,Petrochemical,77.9,274.4,71.2,0.1321,96.7,25.5,6.3
Crude Distillation,Petrochemical,71.1,278.8,73.5,0.1338,94.1,23.0,6.38
Crude Distillation,Petrochemical,69.8,277.1,72.5,0.1391,93.8,21.1,6.45
Crude Distillation,Petrochemical,66.2,270.5,68.2,0.1289,95.3,20.9,6.52
Crude Distillation,Petrochemical,60.7,269.3,69.1,0.1143,96.4,19.7,6.6
Crude Distillation,Petrochemical,56.7,259.3,70.1,0.1198,94.8,23.3,6.68
Crude Distillation,Petrochemical,55.2,253.4,70.4,0.1285,94.0,21.7,6.75
Crude Distillation,Petrochemical,50.6,247.3,71.2,0.1199,92.2,19.6,6.82
Crude Distillation,Petrochemical,46.1,244.1,67.6,0.1296,96.0,23.5,6.9
Crude Distillation,Petrochemical,45.1,232.4,69.5,0.1251,96.4,24.9,6.98
Crude Distillation,Petrochemical,39.9,224.2,73.7,0.1258,94.6,19.3,7.05
Crude Distillation,Petrochemical,33.1,214.9,68.8,0.1294,93.5,27.7,7.12
Crude Distillation,Petrochemical,32.5,204.0,67.9,0.1213,95.0,25.2,7.2
Crude Distillation,Petrochemical,31.2,194.7,71.8,0.1334,98.6,21.6,7.27
Crude Distillation,Petrochemical,27.3,181.9,69.0,0.1292,93.8,23.6,7.35
Crude Distillation,Petrochemical,24.4,166.4,71.1,0.1148,95.1,23.4,7.43
Crude Distillation,Petrochemical,21.5,155.9,69.7,0.1293,95.0,26.1,7.5
Crude Distillation,Petrochemical,20.9,139.3,69.5,0.134,96.9,24.7,7.57
Crude Distillation,Petrochemical,18.0,124.5,68.3,0.1189,98.4,23.6,7.65
Crude Distillation,Petrochemical,18.0,112.9,66.7,0.1214,97.2,22.8,7.73
Crude Distillation,Petrochemical,18.0,95.6,68.0,0.1157,93.5,22.7,7.8
Crude Distillation,Petrochemical,18.0,80.6,68.3,0.1356,91.7,26.5,7.88
Crude Distillation,Petrochemical,18.0,72.4,69.2,0.1246,96.3,23.1,7.95
Crude Distillation,Petrochemical,18.0,57.1,69.3,0.1172,93.2,21.1,8.02
Crude Distillation,Petrochemical,18.0,43.8,68.2,0.1307,95.7,25.1,8.1
Crude Distillation,Petrochemical,18.0,27.0,66.8,0.1192,97.4,24.7,8.18
Crude Distillation,Petrochemical,18.0,12.9,68.5,0.1189,95.0,24.9,8.25
Crude Distillation,Petrochemical,18.0,2.4,67.4,0.1251,91.5,23.5,8.32
Crude Distillation,Petrochemical,18.0,0.0,68.5,0.1212,95.8,21.4,8.4
Crude Distillation,Petrochemical,18.0,0.0,69.4,0.1256,97.1,20.5,8.48
Crude Distillation,Petrochemical,18.0,0.0,67.6,0.1275,94.6,23.3,8.55
Crude Distillation,Petrochemical,18.0,0.0,68.0,0.1209,94.9,22.6,8.62
Crude Distillation,Petrochemical,18.0,0.0,67.7,0.119,91.9,16.7,8.7
Crude Distillation,Petrochemical,18.0,0.0,67.1,0.1164,94.0,22.6,8.77
Crude Distillation,Petrochemical,18.0,0.0,66.3,0.1048,93.9,22.1,8.85
Crude Distillation,Petrochemical,18.0,0.0,69.0,0.1235,92.6,20.2,8.93
Crude Distillation,Petrochemical,18.0,0.0,68.3,0.1197,96.3,21.7,9.0
Crude Distillation,Petrochemical,18.0,0.0,66.5,0.1226,91.2,16.6,9.07
Crude Distillation,Petrochemical,18.0,0.0,68.3,0.1166,92.0,22.4,9.15
Crude Distillation,Petrochemical,18.0,0.0,66.3,0.125,95.6,22.4,9.23
Crude Distillation,Petrochemical,18.0,0.0,69.7,0.1275,93.2,23.8,9.3
Crude Distillation,Petrochemical,18.0,0.0,69.1,0.124,93.9,21.1,9.38
Crude Distillation,Petrochemical,18.0,0.0,66.9,0.1208,93.6,22.9,9.45
Crude Distillation,Petrochemical,18.0,0.0,69.0,0.1215,94.0,21.7,9.52
Crude Distillation,Petrochemical,18.0,0.0,71.2,0.1183,94.7,24.2,9.6
Crude Distillation,Petrochemical,18.0,0.0,70.4,0.1175,94.9,23.1,9.68
Crude Distillation,Petrochemical,18.0,0.0,68.0,0.1253,94.3,22.2,9.75
Crude Distillation,Petrochemical,18.0,0.0,69.8,0.1172,94.3,23.5,9.82
Crude Distillation,Petrochemical,18.0,0.0,69.7,0.1213,98.1,24.3,9.9
Crude Distillation,Petrochemical,18.0,0.0,70.2,0.1218,94.1,22.6,9.98
Crude Distillation,Petrochemical,18.0,0.0,69.6,0.1147,92.4,24.0,10.05
Crude Distillation,Petrochemical,18.0,0.0,69.6,0.1222,94.7,26.5,10.12
Crude Distillation,Petrochemical,18.0,0.0,67.9,0.1244,95.9,25.1,10.2
Crude Distillation,Petrochemical,20.8,0.9,69.8,0.1212,93.3,24.6,10.27
Crude Distillation,Petrochemical,20.4,17.1,68.2,0.12,94.7,22.9,10.35
Crude Distillation,Petrochemical,20.8,25.1,69.0,0.1265,93.1,30.1,10.43
Crude Distillation,Petrochemical,27.7,36.9,69.0,0.1203,92.8,27.6,10.5
Crude Distillation,Petrochemical,28.9,57.1,70.9,0.1232,93.7,25.5,10.57
Crude Distillation,Petrochemical,31.9,68.4,69.1,0.1268,95.2,29.7,10.65
Crude Distillation,Petrochemical,35.0,86.0,69.0,0.1228,96.6,26.9,10.73
Crude Distillation,Petrochemical,40.0,98.0,70.3,0.1204,93.9,27.9,10.8
Crude Distillation,Petrochemical,41.9,113.9,70.4,0.1211,92.8,27.4,10.88
Crude Distillation,Petrochemical,46.2,126.4,71.2,0.1245,93.9,28.3,10.95
Crude Distillation,Petrochemical,48.6,136.8,72.3,0.1365,94.8,30.9,11.02
Crude Distillation,Petrochemical,51.0,158.3,69.1,0.1303,94.4,28.7,11.1
Crude Distillation,Petrochemical,56.6,167.8,71.7,0.1212,91.4,28.7,11.18
Crude Distillation,Petrochemical,61.2,178.6,72.4,0.1295,93.9,31.4,11.25
Crude Distillation,Petrochemical,65.0,199.6,73.4,0.1289,97.1,30.8,11.32
Crude Distillation,Petrochemical,68.3,201.8,71.7,0.1336,96.4,31.5,11.4
Crude Distillation,Petrochemical,70.9,218.8,73.1,0.1312,97.6,31.8,11.48
Crude Distillation,Petrochemical,75.0,230.0,76.9,0.1343,94.9,32.1,11.55
Crude Distillation,Petrochemical,78.9,235.0,70.0,0.1268,94.9,32.8,11.62
Crude Distillation,Petrochemical,84.7,239.3,72.9,0.1235,97.6,29.2,11.7
Crude Distillation,Petrochemical,86.2,251.7,68.9,0.1272,94.7,35.7,11.77
Crude Distillation,Petrochemical,91.1,256.5,72.3,0.1337,93.9,32.9,11.85
Crude Distillation,Petrochemical,92.0,257.7,73.2,0.1362,95.2,31.7,11.93
API Synthesis Reactor,Pharmaceutical,65.5,103.7,71.7,0.0698,87.0,11.3,0.0
API Synthesis Reactor,Pharmaceutical,69.3,106.7,71.7,0.0709,82.4,12.0,0.08
API Synthesis Reactor,Pharmaceutical,68.3,107.3,73.6,0.0667,87.2,11.7,0.15
API Synthesis Reactor,Pharmaceutical,73.2,107.0,73.3,0.0714,82.8,10.2,0.22
API Synthesis Reactor,Pharmaceutical,74.9,108.3,73.6,0.0684,84.1,9.5,0.3
API Synthesis Reactor,Pharmaceutical,75.2,104.4,72.9,0.0738,84.3,11.8,0.38
API Synthesis Reactor,Pharmaceutical,77.2,109.1,72.7,0.0827,88.0,11.2,0.45
API Synthesis Reactor,Pharmaceutical,78.2,110.8,72.9,0.0693,82.5,13.7,0.52
API Synthesis Reactor,Pharmaceutical,83.0,107.4,71.7,0.0721,84.1,11.0,0.6
API Synthesis Reactor,Pharmaceutical,85.2,103.7,71.0,0.0741,87.0,12.1,0.68
API Synthesis Reactor,Pharmaceutical,87.3,101.6,73.9,0.0689,88.9,12.9,0.75
API Synthesis Reactor,Pharmaceutical,86.7,97.4,72.4,0.0837,84.5,11.9,0.83
API Synthesis Reactor,Pharmaceutical,88.3,100.8,74.1,0.073,88.2,14.5,0.9
API Synthesis Reactor,Pharmaceutical,92.0,91.7,72.3,0.0724,84.1,10.5,0.98
API Synthesis Reactor,Pharmaceutical,90.2,95.6,76.3,0.077,83.5,10.1,1.05
API Synthesis Reactor,Pharmaceutical,92.0,92.6,72.7,0.0724,86.0,14.0,1.12
API Synthesis Reactor,Pharmaceutical,92.0,83.9,74.6,0.0745,85.2,13.0,1.2
API Synthesis Reactor,Pharmaceutical,92.0,83.0,75.4,0.0623,85.1,9.4,1.27
API Synthesis Reactor,Pharmaceutical,92.0,80.1,76.9,0.0758,87.3,12.3,1.35
API Synthesis Reactor,Pharmaceutical,92.0,76.4,74.4,0.0756,90.0,10.4,1.42
API Synthesis Reactor,Pharmaceutical,92.0,65.4,74.8,0.0782,85.7,11.2,1.5
API Synthesis Reactor,Pharmaceutical,92.0,62.6,75.6,0.0792,87.0,9.2,1.58
API Synthesis Reactor,Pharmaceutical,92.0,54.5,76.2,0.068,85.3,9.1,1.65
API Synthesis Reactor,Pharmaceutical,92.0,49.8,75.0,0.085,87.7,12.2,1.72
API Synthesis Reactor,Pharmaceutical,92.0,49.7,74.7,0.0776,84.0,8.9,1.8
API Synthesis Reactor,Pharmaceutical,92.0,46.6,75.6,0.0762,86.7,7.5,1.88
API Synthesis Reactor,Pharmaceutical,92.0,38.8,75.2,0.076,85.4,15.3,1.95
API Synthesis Reactor,Pharmaceutical,92.0,32.1,77.9,0.0701,87.5,7.2,2.03
API Synthesis Reactor,Pharmaceutical,92.0,29.5,76.2,0.0694,89.5,12.2,2.1
API Synthesis Reactor,Pharmaceutical,92.0,23.0,75.8,0.0823,85.3,10.6,2.17
API Synthesis Reactor,Pharmaceutical,92.0,21.8,73.9,0.0728,88.3,5.0,2.25
API Synthesis Reactor,Pharmaceutical,92.0,11.9,76.0,0.0812,91.3,11.0,2.33
API Synthesis Reactor,Pharmaceutical,92.0,10.0,75.7,0.0812,85.9,8.3,2.4
API Synthesis Reactor,Pharmaceutical,92.0,2.7,78.5,0.071,84.8,6.6,2.47
API Synthesis Reactor,Pharmaceutical,92.0,2.5,75.8,0.0815,85.9,11.8,2.55
API Synthesis Reactor,Pharmaceutical,92.0,0.0,76.5,0.0792,87.4,9.0,2.62
API Synthesis Reactor,Pharmaceutical,92.0,0.0,78.7,0.0788,87.2,9.1,2.7
API Synthesis Reactor,Pharmaceutical,92.0,0.0,77.2,0.0775,85.1,7.1,2.78
API Synthesis Reactor,Pharmaceutical,92.0,0.0,78.2,0.0803,90.3,6.9,2.85
API Synthesis Reactor,Pharmaceutical,92.0,0.0,78.6,0.0782,87.8,7.4,2.92
API Synthesis Reactor,Pharmaceutical,92.0,0.0,74.6,0.0834,87.0,13.1,3.0
API Synthesis Reactor,Pharmaceutical,92.0,0.0,75.2,0.073,86.6,8.6,3.07
API Synthesis Reactor,Pharmaceutical,92.0,0.0,78.5,0.0785,88.6,7.7,3.15
API Synthesis Reactor,Pharmaceutical,92.0,0.0,75.7,0.0833,89.7,7.5,3.22
API Synthesis Reactor,Pharmaceutical,92.0,0.0,76.7,0.0765,86.7,8.2,3.3
API Synthesis Reactor,Pharmaceutical,92.0,0.0,77.1,0.0725,87.2,8.7,3.38
API Synthesis Reactor,Pharmaceutical,92.0,0.0,75.2,0.0836,88.3,9.0,3.45
API Synthesis Reactor,Pharmaceutical,92.0,0.0,77.2,0.0786,87.4,6.9,3.53
API Synthesis Reactor,Pharmaceutical,92.0,0.0,74.9,0.0762,88.0,11.0,3.6
API Synthesis Reactor,Pharmaceutical,92.0,0.0,76.3,0.0712,87.1,8.7,3.68
API Synthesis Reactor,Pharmaceutical,92.0,0.0,75.8,0.0795,87.9,11.2,3.75
API Synthesis Reactor,Pharmaceutical,92.0,0.0,75.5,0.089,86.5,11.6,3.82
API Synthesis Reactor,Pharmaceutical,92.0,0.0,77.3,0.0763,85.3,8.4,3.9
API Synthesis Reactor,Pharmaceutical,92.0,0.0,74.0,0.0867,86.0,13.3,3.97
API Synthesis Reactor,Pharmaceutical,92.0,0.0,74.9,0.0733,86.4,15.8,4.05
API Synthesis Reactor,Pharmaceutical,92.0,2.9,78.6,0.0757,85.8,8.9,4.12
API Synthesis Reactor,Pharmaceutical,92.0,6.5,77.6,0.0774,88.6,11.8,4.2
API Synthesis Reactor,Pharmaceutical,92.0,9.5,74.1,0.084,86.9,10.6,4.28
API Synthesis Reactor,Pharmaceutical,92.0,17.7,73.9,0.0758,86.6,10.8,4.35
API Synthesis Reactor,Pharmaceutical,92.0,18.5,73.0,0.0741,84.0,10.8,4.43
API Synthesis Reactor,Pharmaceutical,92.0,25.1,76.1,0.0822,86.2,11.3,4.5
API Synthesis Reactor,Pharmaceutical,92.0,29.4,74.6,0.0676,83.5,12.9,4.57
API Synthesis Reactor,Pharmaceutical,92.0,32.2,72.0,0.0736,84.6,10.7,4.65
API Synthesis Reactor,Pharmaceutical,92.0,39.9,75.7,0.0634,89.1,10.6,4.72
API Synthesis Reactor,Pharmaceutical,91.0,47.2,74.8,0.0848,87.0,13.3,4.8
API Synthesis Reactor,Pharmaceutical,92.0,50.9,72.3,0.0724,85.7,16.0,4.88
API Synthesis Reactor,Pharmaceutical,92.0,52.1,73.8,0.0645,90.0,11.8,4.95
API Synthesis Reactor,Pharmaceutical,89.8,58.7,72.9,0.0665,90.1,16.1,5.03
API Synthesis Reactor,Pharmaceutical,90.1,65.6,76.9,0.0677,85.0,15.3,5.1
API Synthesis Reactor,Pharmaceutical,86.7,69.3,74.4,0.0725,83.9,15.8,5.18
API Synthesis Reactor,Pharmaceutical,81.4,71.8,74.3,0.0686,87.5,9.9,5.25
API Synthesis Reactor,Pharmaceutical,81.4,76.9,72.3,0.0791,82.1,16.8,5.32
API Synthesis Reactor,Pharmaceutical,81.6,80.4,73.0,0.0732,89.8,17.5,5.4
API Synthesis Reactor,Pharmaceutical,76.9,80.5,68.9,0.0673,87.9,17.4,5.47
API Synthesis Reactor,Pharmaceutical,78.0,87.9,71.2,0.0775,87.6,14.6,5.55
API Synthesis Reactor,Pharmaceutical,74.9,93.6,73.0,0.0714,84.9,20.3,5.62
API Synthesis Reactor,Pharmaceutical,71.1,93.9,70.8,0.0753,84.6,16.3,5.7
API Synthesis Reactor,Pharmaceutical,73.1,100.8,74.1,0.0763,80.9,18.5,5.78
API Synthesis Reactor,Pharmaceutical,69.0,98.6,74.5,0.0782,88.1,17.0,5.85
API Synthesis Reactor,Pharmaceutical,66.2,102.5,73.0,0.0825,88.6,15.1,5.93
API Synthesis Reactor,Pharmaceutical,67.6,107.8,72.2,0.0686,84.1,19.2,6.0
API Synthesis Reactor,Pharmaceutical,60.9,112.1,69.1,0.0736,87.8,17.5,6.07
API Synthesis Reactor,Pharmaceutical,58.5,106.9,70.5,0.0713,86.3,19.1,6.15
API Synthesis Reactor,Pharmaceutical,57.6,108.5,69.1,0.0696,84.1,19.6,6.23
API Synthesis Reactor,Pharmaceutical,56.8,106.8,70.5,0.0629,86.2,17.7,6.3
API Synthesis Reactor,Pharmaceutical,55.4,110.3,72.5,0.0712,83.4,15.6,6.38
API Synthesis Reactor,Pharmaceutical,54.6,107.3,70.1,0.0731,86.4,15.7,6.45
API Synthesis Reactor,Pharmaceutical,52.0,109.7,67.8,0.0743,83.5,17.3,6.52
API Synthesis Reactor,Pharmaceutical,50.2,107.3,68.2,0.073,88.1,17.9,6.6
API Synthesis Reactor,Pharmaceutical,46.9,104.2,70.4,0.0727,86.7,17.3,6.68
API Synthesis Reactor,Pharmaceutical,44.9,103.1,69.0,0.0738,85.5,19.9,6.75
API Synthesis Reactor,Pharmaceutical,45.5,96.1,69.8,0.068,86.2,17.9,6.82
API Synthesis Reactor,Pharmaceutical,42.5,99.2,72.0,0.0596,85.5,17.9,6.9
API Synthesis Reactor,Pharmaceutical,38.9,92.5,68.6,0.07,84.3,16.4,6.98
API Synthesis Reactor,Pharmaceutical,41.2,91.4,67.2,0.0692,84.3,22.8,7.05
API Synthesis Reactor,Pharmaceutical,37.0,89.3,67.9,0.0715,83.9,15.7,7.12
API Synthesis Reactor,Pharmaceutical,35.8,88.7,70.1,0.0661,88.3,15.1,7.2
API Synthesis Reactor,Pharmaceutical,33.6,78.4,67.0,0.0557,86.7,18.7,7.27
API Synthesis Reactor,Pharmaceutical,32.4,73.0,70.1,0.0691,87.8,15.8,7.35
API Synthesis Reactor,Pharmaceutical,32.2,69.5,69.2,0.0601,86.4,16.4,7.43
API Synthesis Reactor,Pharmaceutical,30.0,58.6,65.6,0.0704,81.3,19.9,7.5
API Synthesis Reactor,Pharmaceutical,27.8,62.6,68.2,0.0704,81.3,17.5,7.57
API Synthesis Reactor,Pharmaceutical,27.6,58.0,66.2,0.0674,86.0,15.3,7.65
API Synthesis Reactor,Pharmaceutical,27.7,50.8,67.1,0.0744,88.8,15.6,7.73
API Synthesis Reactor,Pharmaceutical,23.3,46.0,66.1,0.0671,87.1,16.4,7.8
API Synthesis Reactor,Pharmaceutical,23.8,46.1,67.3,0.0769,85.2,15.4,7.88
API Synthesis Reactor,Pharmaceutical,24.1,36.8,70.6,0.071,85.4,16.8,7.95
API Synthesis Reactor,Pharmaceutical,22.5,27.9,68.8,0.0673,85.7,17.3,8.02
API Synthesis Reactor,Pharmaceutical,22.3,24.0,64.6,0.0736,81.0,13.3,8.1
API Synthesis Reactor,Pharmaceutical,18.3,20.1,67.1,0.0676,85.5,15.8,8.18
API Synthesis Reactor,Pharmaceutical,19.3,18.4,65.8,0.0626,82.6,15.2,8.25
API Synthesis Reactor,Pharmaceutical,19.5,12.0,65.9,0.0627,86.2,13.6,8.32
API Synthesis Reactor,Pharmaceutical,18.0,2.8,67.3,0.0687,83.7,15.0,8.4
API Synthesis Reactor,Pharmaceutical,18.9,8.1,69.7,0.066,85.6,16.4,8.48
API Synthesis Reactor,Pharmaceutical,18.0,0.0,65.8,0.0574,88.0,15.9,8.55
API Synthesis Reactor,Pharmaceutical,18.0,0.0,65.9,0.0657,84.9,15.8,8.62
